Nom;Prenom;Conflit;Date deces;Departement de naissance;Nom departement de naissance
AHMED;Ben Ali;1914-1918;02/04/1917;9350;Maroc
AHMED;Ben Besson;1914-1918;06/10/1915;9350;Maroc
AHMED;Ben Bouchaeb;1914-1918;28/05/1915;9350;Maroc
AHMED;Ben Djillali;1914-1918;30/09/1918;9350;Maroc
AHMED;Ben Hamou;1914-1918;18/07/1918;9350;Maroc
AHMED;Ben L'Hassen;1914-1918;24/02/1916;9350;Maroc
AHMED;Ben Lahoussin;1914-1918;03/06/1916;9350;Maroc
AHMED;Ben Larbi;1914-1918;30/05/1915;9350;Maroc
AHMED;Ben Larbi;1914-1918;08/01/1915;9350;Maroc
AHMED;Ben Mansour;1914-1918;08/01/1915;9350;Maroc
AHMED;Ben Mohamed;1914-1918;23/05/1916;9350;Maroc
AHMED;Ben Saed;1914-1918;16/03/1915;9350;Maroc
AHMED;Ben Tahar;1914-1918;06/10/1915;9350;Maroc
AHMED;Ould Mohamed;1914-1918;20/04/1917;9350;Maroc
AHMED-BEN-ABDALLAH;;1914-1918;25/09/1915;9350;Maroc
AeSSA;Ben Hamou;1914-1918;24/02/1916;9350;Maroc
ALI;Ben Hamadi;1914-1918;14/05/1916;9350;Maroc
ALI;Ben Khelifa;1914-1918;11/11/1915;9350;Maroc
ALI;Ben Mohamed;1914-1918;06/10/1915;9350;Maroc
ALLAL;Ben Abderrahman;1914-1918;05/09/1914;9350;Maroc
ALLAL;Ben Mohamed;1914-1918;13/01/1915;9350;Maroc
AMAR;Ben Stahar;1914-1918;17/04/1918;9350;Maroc
BABCHER;Ben Ahmed;1914-1918;07/03/1918;9350;Maroc
BELAeD;Ben Brahim;1914-1918;15/03/1915;9350;Maroc
BEN DAOUD;Ben Mohamed;1914-1918;19/03/1918;9350;Maroc
BOUAZZA;Ben Mohamed;1914-1918;29/05/1915;9350;Maroc
BOUAZZA;Ben Mohamed;1914-1918;20/06/1915;9350;Maroc
BOUCHAeB;Ben Ahmed;1914-1918;23/03/1915;9350;Maroc
BOUCHAeB;Ben M'Ahmed;1914-1918;09/08/1918;9350;Maroc
BOUDALI;Ben Embarek;1914-1918;27/05/1915;9350;Maroc
BRAHIM;Bel Houcene;1914-1918;10/03/1915;9350;Maroc
BRAHIM;Ben Lhassen;1914-1918;11/12/1915;9350;Maroc
BRICK;Ben Mohamed;1914-1918;;9350;Maroc
BRICK;Ben Mohammed Ben Ali;1914-1918;20/05/1918;9350;Maroc
BURNOUSSI;Ben Ali;1914-1918;30/09/1918;9350;Maroc
DAOUDI;Ben Abdallah;1914-1918;04/11/1918;9350;Maroc
EL BACHIR;Ben Amar;1914-1918;17/07/1915;9350;Maroc
EL FEKAK;Ben Mohamed;1914-1918;06/10/1915;9350;Maroc
EL HASSEN;Ben Abdallah;1914-1918;31/07/1915;9350;Maroc
EL HOUSSINE;Ben Mohamed;1914-1918;06/06/1916;9350;Maroc
EL MEHDI;Ben M'Bareck;1914-1918;05/05/1915;9350;Maroc
EL MEKKI;Ben Mohamed;1914-1918;03/05/1915;9350;Maroc
EMBAREK;Ben Abbes;1914-1918;18/06/1916;9350;Maroc
HALLAL;Ben Mohamed;1914-1918;08/01/1915;9350;Maroc
HAMED;Ben Lebkar;1914-1918;27/08/1918;9350;Maroc
HAMED;Ben Mohamed;1914-1918;27/09/1918;9350;Maroc
HAMED;Ben Mohamed Marrakehia;1914-1918;08/01/1915;9350;Maroc
HAMID;Ben Abdesselem;1914-1918;09/06/1918;9350;Maroc
HAMID;Ben Mohamed;1914-1918;22/06/1915;9350;Maroc
HAMOU;Ben Mohamed;1914-1918;16/03/1915;9350;Maroc
HAOUSSINE;Ben Abdallah;1914-1918;06/10/1915;9350;Maroc
HASSAN;Ben Brick;1914-1918;22/05/1917;9350;Maroc
KACEM;Ben Ahmed;1914-1918;30/11/1918;9350;Maroc
KADDOUR;Ben Mohamed;1914-1918;06/11/1917;9350;Maroc
LAHOUSSINE;Ben Abdallah;1914-1918;29/05/1915;9350;Maroc
LAHOUSSINE;Ben Manakchi;1914-1918;17/05/1918;9350;Maroc
LARBI;Ben Allal;1914-1918;06/10/1915;9350;Maroc
LARBI;Ben El Mamoun;1914-1918;06/10/1915;9350;Maroc
LAZIZI;Amar Ben Mohammed;1914-1918;29/09/1918;9350;Maroc
LHASSEN;Ben El Hadj;1914-1918;21/08/1918;9350;Maroc
LHASSEN;Ben Mohamed;1914-1918;13/01/1915;9350;Maroc
M'AHMED;Ben Bouchaeb;1914-1918;19/07/1918;9350;Maroc
M'AHMED;Ben Mohamed;1914-1918;26/05/1915;9350;Maroc
M'BARECK;Ben El Hadj Mohamed;1914-1918;06/05/1915;9350;Maroc
M'BARECK;Ben Saed;1914-1918;17/04/1917;9350;Maroc
M'BAREK;Ben Abderramane;1914-1918;05/05/1915;9350;Maroc
M'HAMED;Ben Hacene;1914-1918;20/08/1918;9350;Maroc
MILOUD;Ben Ali;1914-1918;08/02/1918;9350;Maroc
MILOUDI;Ben Khiati;1914-1918;20/07/1918;9350;Maroc
MOHAMED;Ben Abdelaziz;1914-1918;26/08/1918;9350;Maroc
MOHAMED;Ben Ahmed;1914-1918;05/09/1914;9350;Maroc
MOHAMED;Ben Ahmed Doukkali;1914-1918;07/06/1917;9350;Maroc
MOHAMED;Ben Ali;1914-1918;14/11/1918;9350;Maroc
MOHAMED;Ben Aomar;1914-1918;18/07/1918;9350;Maroc
MOHAMED;Ben Aomar;1914-1918;06/10/1918;9350;Maroc
MOHAMED;Ben Aomar;1914-1918;11/09/1917;9350;Maroc
MOHAMED;Ben Bachir;1914-1918;17/09/1914;9350;Maroc
MOHAMED;Ben Bouaza;1914-1918;08/01/1915;9350;Maroc
MOHAMED;Ben Brahim;1914-1918;21/05/1915;9350;Maroc
MOHAMED;Ben Djilali;1914-1918;16/04/1917;9350;Maroc
MOHAMED;Ben Djillali;1914-1918;17/06/1915;9350;Maroc
MOHAMED;Ben Embarck;1914-1918;30/09/1918;9350;Maroc
MOHAMED;Ben Lahoussine;1914-1918;17/09/1914;9350;Maroc
MOHAMED;Ben Larbi;1914-1918;23/05/1916;9350;Maroc
MOHAMED;Ben Larbi;1914-1918;13/12/1918;9350;Maroc
MOHAMED;Ben Liamani;1914-1918;05/09/1914;9350;Maroc
MOHAMED;Ben Mohamed El Hemdi;1914-1918;08/11/1914;9350;Maroc
MOHAMED;Ben Saed;1914-1918;17/11/1916;9350;Maroc
MOHAMED;Ben Taebi;1914-1918;01/08/1917;9350;Maroc
MOHAMMED;Bel Bachir;1914-1918;17/09/1914;9350;Maroc
MOHAMMED;Ben Hamadi;1914-1918;05/09/1914;9350;Maroc
MOHAMMED;Bensalem;1914-1918;27/07/1918;9350;Maroc
MOKTAR;Ben Lahoussine;1914-1918;31/08/1918;9350;Maroc
MOULAY;Ahmed Ben Mohamed;1914-1918;13/01/1915;9350;Maroc
MOUSSA;Lahoucine;1914-1918;22/06/1915;9350;Maroc
NACEUR;Ben Ahmed;1914-1918;05/09/1914;9350;Maroc
OMAR;Ben Mohamed;1914-1918;17/09/1914;9350;Maroc
SAeD;Ben Kaddour;1914-1918;02/03/1918;9350;Maroc
SALAH;Ben Abbes;1914-1918;30/10/1918;9350;Maroc
SALAH;Ben Ahmed;1914-1918;08/01/1915;9350;Maroc
SALAH;Ben Mohamed;1914-1918;28/06/1918;9350;Maroc
SI MOHAMED;Ben Rebati;1914-1918;03/08/1918;9350;Maroc
SI MOHAMED;Ben Taebi;1914-1918;01/09/1918;9350;Maroc
SLIMAN;Ben Kacem;1914-1918;05/09/1914;9350;Maroc
TAHAR;Ben Mohamed;1914-1918;05/09/1914;9350;Maroc
THAMI;Ben Abib;1914-1918;28/09/1918;9350;Maroc
ABDALLAH;Ben Ahmed;1914-1918;27/04/1917;9350;Maroc
ABDALLAH;Ben Ahmed;1914-1918;18/12/1916;9350;Maroc
ABDALLAH;Ben Ali;1914-1918;25/09/1915;9350;Maroc
ABDALLAH;Ben Hamou;1914-1918;10/05/1915;9350;Maroc
ABDALLAH;Ben Lhassen;1914-1918;04/11/1918;9350;Maroc
ABDALLAH;Ben Mohamed;1914-1918;05/05/1915;9350;Maroc
ABDALLAH;Ben Mohamed;1914-1918;27/12/1914;9350;Maroc
ABDEL SALEM;Ben Brahim;1914-1918;06/10/1915;9350;Maroc
ABDELKADER;Ben Larbi;1914-1918;15/06/1918;9350;Maroc
ABDELKADER;Ben M'Barck;1914-1918;10/05/1916;9350;Maroc
ABDELKADER;Ben Mohamed;1914-1918;27/05/1915;9350;Maroc
ABDELMELT;Ben Ahmed;1914-1918;;9350;Maroc
ABDESSELEM;Ben Abbes;1914-1918;31/08/1918;9350;Maroc
ABDESSELEM;Ben Ahmed;1914-1918;31/05/1915;9350;Maroc
ABDESSELEM;Ben Aomar;1914-1918;05/07/1915;9350;Maroc
ABDESSELEM;Ben Makki;1914-1918;16/06/1915;9350;Maroc
ABDESSELEM;Ben Mokhtar;1914-1918;20/08/1918;9350;Maroc
ABDESSELEM;Khadir;1914-1918;21/08/1918;9350;Maroc
AHMED;Ben Abdallah;1914-1918;05/10/1915;9350;Maroc
AHMED;Ben Bouazza;1914-1918;16/04/1917;9350;Maroc
AHMED;Ben Djillali;1914-1918;04/10/1915;9350;Maroc
AHMED;Ben Elarbi;1914-1918;27/05/1915;9350;Maroc
AHMED;Ben Lhassen;1914-1918;13/01/1915;9350;Maroc
AHMED;Ben Mohamed;1914-1918;02/09/1918;9350;Maroc
AHMED;Ben Mohamed;1914-1918;30/04/1915;9350;Maroc
AHMED;Ben Mohamed;1914-1918;06/10/1915;9350;Maroc
AHMED;Ben Mohamed;1914-1918;05/05/1915;9350;Maroc
ALI;Ben Bouazza;1914-1918;;9350;Maroc
ALI;Ben Mohamed Ould Djilali;1914-1918;14/10/1916;9350;Maroc
AMAR;Ben Mohamed;1914-1918;30/04/1915;9350;Maroc
AMED;Ben Cherki;1914-1918;05/09/1914;9350;Maroc
AOMAR;Ben Ahmed;1914-1918;11/09/1917;9350;Maroc
BALLOUT;Ben Bouchaeb;1914-1918;05/09/1914;9350;Maroc
BENDAOUD;Ben Mohamed;1914-1918;19/05/1916;9350;Maroc
BOKDER;Ben Mohamed;1914-1918;24/05/1916;9350;Maroc
BOUCHAeB;Ben Abdelkader;1914-1918;05/09/1914;9350;Maroc
BOUCHAeB;Ben Ali;1914-1918;09/09/1917;9350;Maroc
BOUCHAeB;Ben Hadj;1914-1918;09/01/1915;9350;Maroc
BOUGHTA;Ben Aomar;1914-1918;18/07/1918;9350;Maroc
BOUSKRI;Ben Miloudi;1914-1918;05/06/1917;9350;Maroc
BRAHIM;Ben Abdelkader;1914-1918;14/05/1918;9350;Maroc
BRAHIM;Ben Mohamed Draoui;1914-1918;01/07/1918;9350;Maroc
DRISS;Ben El Hadj M'Hamed;1914-1918;22/04/1915;9350;Maroc
EL BACHIR;Ben Larbi;1914-1918;21/08/1918;9350;Maroc
EL BOUY;Ben Ahmed;1914-1918;20/10/1917;9350;Maroc
EL HADJ ALI;Ben Mohamed;1914-1918;13/03/1915;9350;Maroc
EL KEBIR;Ben Abbou;1914-1918;05/09/1914;9350;Maroc
EL KeBIR;Ben Mohamed;1914-1918;27/09/1918;9350;Maroc
EL MAeTI;Ben Bouchaeb;1914-1918;21/08/1918;9350;Maroc
EMBARCK;Ben Snaeba;1914-1918;12/04/1916;9350;Maroc
EMBARECK;Ben Larbi;1914-1918;11/03/1915;9350;Maroc
EMBAREK;Ben Mohamed;1914-1918;08/01/1915;9350;Maroc
EMBAREK;Ben Mohamed;1914-1918;13/06/1916;9350;Maroc
FADDAH;Ben Mohamed;1914-1918;08/11/1916;9350;Maroc
FARRDJ;Ben Rahal;1914-1918;26/05/1915;9350;Maroc
HADJ KACEM;Ahmed El Ghilti;1914-1918;12/05/1916;9350;Maroc
HAMADI;Ben Ahmed;1914-1918;05/09/1914;9350;Maroc
HAMED;Ben Djillali;1914-1918;03/07/1917;9350;Maroc
HAMIDA;Ben Marek Ben Ambarek;1914-1918;28/06/1915;9350;Maroc
HAMOU;Ben Hamouad;1914-1918;25/10/1918;9350;Maroc
HAMOUD;Ben Abderrahmann;1914-1918;23/08/1919;9350;Maroc
KADDOUR;Ould Belakhdar;1914-1918;15/07/1916;9350;Maroc
KASSEM;Ben Aessa;1914-1918;27/10/1916;9350;Maroc
LACHEMI;Ben Mohamed;1914-1918;26/05/1915;9350;Maroc
LACHMI;Ben M'Bark;1914-1918;09/01/1915;9350;Maroc
LAHBIB;Ben Mohamed;1914-1918;29/03/1917;9350;Maroc
LAHCeNE;Ben Ahmed;1914-1918;21/07/1915;9350;Maroc
LAHOUSSINE;Ben Ahmed;1914-1918;30/05/1915;9350;Maroc
LAHSSEN;Ben Mohamed Bel Hadj;1914-1918;09/08/1918;9350;Maroc
LAKDAR;Ould Sliman Kaddour;1914-1918;21/10/1914;9350;Maroc
LARBI;Ben Brik;1914-1918;13/05/1916;9350;Maroc
LARBI;Ben Hadj;1914-1918;01/12/1917;9350;Maroc
LARBI;Ben Maeti;1914-1918;25/09/1915;9350;Maroc
LHASSEN;Ou Ali;1914-1918;14/07/1918;9350;Maroc
M'AHMED;Ben Hamou;1914-1918;13/01/1915;9350;Maroc
M'AHMED;Ben Larbi;1914-1918;20/05/1917;9350;Maroc
M'AHMED;Ben Mohamed;1914-1918;25/11/1914;9350;Maroc
M'BAREK;Ben Houmouane;1914-1918;06/10/1915;9350;Maroc
M'HAMED;Ben Lhassen;1914-1918;09/08/1918;9350;Maroc
MADJOUB;Ben Hadj Salah;1914-1918;26/05/1915;9350;Maroc
MAHJOUB;Ben Allal;1914-1918;20/07/1918;9350;Maroc
MAJOUB;Ali;1914-1918;24/10/1917;9350;Maroc
MEDDI;Ben Lahoussine;1914-1918;26/05/1915;9350;Maroc
MESSAOUD;Ben Mohamed;1914-1918;16/04/1917;9350;Maroc
MILOUD;Ben Mohamed;1914-1918;09/10/1915;9350;Maroc
MOHAMED;Ben Abdallah;1914-1918;24/02/1915;9350;Maroc
MOHAMED;Ben Abdallah;1914-1918;30/09/1918;9350;Maroc
MOHAMED;Ben Abderrahmane;1914-1918;17/09/1914;9350;Maroc
MOHAMED;Ben Abdesselem;1914-1918;06/10/1915;9350;Maroc
MOHAMED;Ben Abdesselem Ould Aoudj;1914-1918;14/02/1918;9350;Maroc
MOHAMED;Ben Ahmed;1914-1918;05/09/1914;9350;Maroc
MOHAMED;Ben Ahmed;1914-1918;20/10/1917;9350;Maroc
MOHAMED;Ben Ahmou;1914-1918;23/05/1917;9350;Maroc
MOHAMED;Ben Amar;1914-1918;29/07/1918;9350;Maroc
MOHAMED;Ben Bachoir;1914-1918;05/06/1917;9350;Maroc
MOHAMED;Ben Bouchta;1914-1918;20/05/1916;9350;Maroc
MOHAMED;Ben El Matti;1914-1918;16/03/1915;9350;Maroc
MOHAMED;Ben Hadj;1914-1918;22/09/1914;9350;Maroc
MOHAMED;Ben Hammri;1914-1918;06/11/1916;9350;Maroc
MOHAMED;Ben Louhsen;1914-1918;26/10/1918;9350;Maroc
MOHAMED;Ben Mohamed;1914-1918;10/09/1915;9350;Maroc
MOHAMED;Ben Mohamed;1914-1918;05/05/1915;9350;Maroc
MOHAMMED;Ben Ahmed;1914-1918;16/04/1917;9350;Maroc
MOHAMMED;Ben El Hadj;1914-1918;26/03/1919;9350;Maroc
MOHAMMED;Ben Tahar;1914-1918;15/05/1916;9350;Maroc
MOHAMMED;Ould Bel Kreir;1914-1918;03/07/1915;9350;Maroc
MOKHTAR;Ben Mohamed;1914-1918;04/10/1915;9350;Maroc
MOULAY AHMED;Ben Lhassen;1914-1918;18/08/1918;9350;Maroc
NACEM;Ben Ali;1914-1918;06/05/1915;9350;Maroc
OMAR;Ben Rahal;1914-1918;01/12/1918;9350;Maroc
RAHAL;Ben Miloud;1914-1918;16/04/1917;9350;Maroc
RHAMAR;Ben Kacem;1914-1918;06/10/1915;9350;Maroc
SAeD;Bel Hadj;1914-1918;16/04/1917;9350;Maroc
SALAH;Ben Larbi;1914-1918;19/04/1917;9350;Maroc
SEBBANE;Mohamed;1914-1918;19/05/1916;9350;Maroc
SEDDIK;Bel Hadj Ould El Hadj;1914-1918;06/06/1915;9350;Maroc
SI BOUCHAeB;Ben Ahmed;1914-1918;25/03/1915;9350;Maroc
SI MOHAMED;Ben L'Hadj;1914-1918;23/05/1917;9350;Maroc
SLIMAN;Ben Faradj;1914-1918;28/01/1915;9350;Maroc
TAHAR;Ben Ahmed;1914-1918;23/11/1916;9350;Maroc
TAIEB;Ben Larbi;1914-1918;21/07/1917;9350;Maroc
TARBI;Ben Ahmed;1914-1918;18/05/1917;9350;Maroc
ABDALLAH;Ben Ali;1914-1918;12/08/1918;9350;Maroc
ABDALLAH;Ben Fatah;1914-1918;26/05/1915;9350;Maroc
ABDALLAH;Ben M'Ahmed;1914-1918;06/06/1919;9350;Maroc
ABDALLAH;Ben Makloufi;1914-1918;19/05/1918;9350;Maroc
ABDELKADER;Ben Bouazza;1914-1918;27/09/1918;9350;Maroc
ABDELKADER;Ben Halli;1914-1918;03/11/1914;9350;Maroc
ABDELKAMEL;Ben Larbi;1914-1918;06/10/1915;9350;Maroc
ABDERRAHMANE;Ben M'Ahmed;1914-1918;14/04/1916;9350;Maroc
ABDERRAHMANE;Ben Mohamed;1914-1918;08/10/1918;9350;Maroc
ABDERRHAMAN;Ben Bouchaeb;1914-1918;28/09/1918;9350;Maroc
ABDESSELAM;Ben Djillali;1914-1918;06/10/1915;9350;Maroc
ABDESSELAM;Ben Hamou;1914-1918;30/05/1918;9350;Maroc
ABDESSELEM;Ben Couazza Ben Ali;1914-1918;31/07/1917;9350;Maroc
ABDESSELEM;Ould Mohamed;1914-1918;06/10/1915;9350;Maroc
ADOUR;Ben Ahmed;1914-1918;14/06/1919;9350;Maroc
AHMED;Ben Abbes;1914-1918;18/09/1914;9350;Maroc
AHMED;Ben Ahmed;1914-1918;17/05/1916;9350;Maroc
AHMED;Ben Bel Hadj;1914-1918;25/11/1914;9350;Maroc
AHMED;Ben Dahman;1914-1918;30/09/1918;9350;Maroc
AHMED;Ben El Hachemi;1914-1918;06/10/1915;9350;Maroc
AHMED;Ben El Hadj;1914-1918;16/06/1915;9350;Maroc
AHMED;Ben Kaddour;1914-1918;05/09/1915;9350;Maroc
AHMED;Ben Larbi;1914-1918;19/05/1916;9350;Maroc
AHMED;Ben M'Ahmed;1914-1918;07/10/1915;9350;Maroc
AHMED;Ben M'ahmed;1914-1918;06/05/1915;9350;Maroc
AHMED;Ben Mohamed;1914-1918;29/05/1915;9350;Maroc
AHMED;Ben Mohamed;1914-1918;27/05/1915;9350;Maroc
AHMED;Ben Saed;1914-1918;18/03/1915;9350;Maroc
AHMED;Ould Ahmed;1914-1918;16/09/1914;9350;Maroc
ALI;Ben Bachir;1914-1918;20/04/1918;9350;Maroc
ALI;Ben Oussine Ould Oussine Ben Habib;1914-1918;06/06/1915;9350;Maroc
ALLAH;Ben Mohamed;1914-1918;20/08/1918;9350;Maroc
ALLEL;Ben Abdellah;1914-1918;09/08/1918;9350;Maroc
AMAR;Ben Mohamed;1914-1918;03/05/1915;9350;Maroc
AMED;Ben Aomar;1914-1918;16/04/1917;9350;Maroc
AOMAR;Ben Abdallah;1914-1918;08/01/1915;9350;Maroc
BEN MOHAMED;Abd El Kader;1914-1918;09/09/1914;9350;Maroc
BOUAZZA;Ben Mohamed;1914-1918;06/10/1915;9350;Maroc
BOUBEKEeR;Ben Larbi;1914-1918;26/12/1914;9350;Maroc
BOUCHAeB;Ben Echmi;1914-1918;05/09/1914;9350;Maroc
BOUCHAeB;Ben Laebi;1914-1918;16/04/1917;9350;Maroc
BOUCHAeB;Ben Rahal;1914-1918;06/10/1915;9350;Maroc
BOUCHTA;Ben Bouaza;1914-1918;13/03/1915;9350;Maroc
BOUCHTA;Ben Dahman;1914-1918;24/05/1916;9350;Maroc
BOUDJEMA;Ben Ahmed;1914-1918;09/08/1918;9350;Maroc
BRAHIM;Ben Bachir Maoun;1914-1918;20/05/1917;9350;Maroc
BRAHIM;Ben Bareck;1914-1918;05/11/1915;9350;Maroc
BRAHIM;Ben Madani;1914-1918;09/05/1915;9350;Maroc
BRAHIM;Ben Mohamed;1914-1918;03/03/1915;9350;Maroc
DAOUDI;Ben Abdallah;1914-1918;04/11/1918;9350;Maroc
DHe;Ben Bouchaeb;1914-1918;27/11/1918;9350;Maroc
DJILALLI;Ben Messaoud;1914-1918;06/10/1915;9350;Maroc
DRIS;Ben Abdallah;1914-1918;18/05/1917;9350;Maroc
DRISS;Ben Marzouk;1914-1918;10/07/1917;9350;Maroc
EL HACHEMI;Ben Abdellaziz;1914-1918;29/08/1916;9350;Maroc
EL HATAB;Ben Tahar;1914-1918;06/10/1915;9350;Maroc
EMBARECK;Ben Ahmed;1914-1918;30/09/1918;9350;Maroc
EMBARECK;Ben Ali;1914-1918;18/04/1918;9350;Maroc
GARBeS;Franeois;1914-1918;12/12/1916;9350;Maroc
HADJ;Ben Adjez Ben Mokaddem;1914-1918;06/09/1915;9350;Maroc
HAMMADI;Ben Ahmed;1914-1918;30/09/1918;9350;Maroc
HAMOUAD;Ben Larbi;1914-1918;16/04/1917;9350;Maroc
HMED;Bel Fekki;1914-1918;03/07/1918;9350;Maroc
HOUCINE;Ben Mohamed;1914-1918;03/05/1918;9350;Maroc
HOUSSAINE;Ben Mohamed;1914-1918;08/01/1915;9350;Maroc
ILMED;Ben Mohamed;1914-1918;08/08/1918;9350;Maroc
KAYAT;Ben Mohamed;1914-1918;08/06/1917;9350;Maroc
LAHOUCINE;Ben Ahmed;1914-1918;16/04/1917;9350;Maroc
LAHOUSSINE;Ben Abderrahmane;1914-1918;01/05/1915;9350;Maroc
LAHOUSSINE;Ben Ahmed;1914-1918;29/06/1918;9350;Maroc
LAHOUSSINE;Ben Hamou;1914-1918;05/06/1917;9350;Maroc
LAHSEN;Ben Amar;1914-1918;30/09/1918;9350;Maroc
LARBI;Ben Si Driss;1914-1918;16/04/1917;9350;Maroc
LHAOUNI;Ben Ahmed;1914-1918;16/04/1917;9350;Maroc
LHASSEN;Ben Abderrahman;1914-1918;06/04/1917;9350;Maroc
LHASSEN;Ben Djillali;1914-1918;01/08/1918;9350;Maroc
LHASSEN;Ben Larbi;1914-1918;11/09/1914;9350;Maroc
LIAZID;Ben Hamon;1914-1918;12/01/1915;9350;Maroc
LIAZIT;Ben Embareck;1914-1918;13/03/1915;9350;Maroc
M'HAMED;Ben Kebir;1914-1918;18/08/1917;9350;Maroc
MAHJOUB;Ben Lahoussine;1914-1918;05/09/1914;9350;Maroc
MESSAOUDE;Ben Boumedi;1914-1918;29/08/1916;9350;Maroc
MILOUDI;Ben Mohamed;1914-1918;05/09/1914;9350;Maroc
MOHAMED;Ben Abdelkader;1914-1918;19/07/1918;9350;Maroc
MOHAMED;Ben Abdelkader;1914-1918;23/05/1915;9350;Maroc
MOHAMED;Ben Abdesselem;1914-1918;25/09/1918;9350;Maroc
MOHAMED;Ben Ahmed;1914-1918;19/06/1915;9350;Maroc
MOHAMED;Ben Ahmed;1914-1918;31/08/1918;9350;Maroc
MOHAMED;Ben Ahmed;1914-1918;05/06/1917;9350;Maroc
MOHAMED;Ben Ali;1914-1918;08/05/1916;9350;Maroc
MOHAMED;Ben Aomar;1914-1918;11/04/1918;9350;Maroc
MOHAMED;Ben Barck;1914-1918;19/02/1919;9350;Maroc
MOHAMED;Ben Boulema;1914-1918;24/06/1918;9350;Maroc
MOHAMED;Ben Brahim;1914-1918;02/05/1916;9350;Maroc
MOHAMED;Ben Djabeur;1914-1918;16/04/1917;9350;Maroc
MOHAMED;Ben Djilali;1914-1918;05/05/1915;9350;Maroc
MOHAMED;Ben Hafid;1914-1918;05/09/1914;9350;Maroc
MOHAMED;Ben Hamed;1914-1918;28/06/1918;9350;Maroc
MOHAMED;Ben Hammani;1914-1918;21/02/1915;9350;Maroc
MOHAMED;Ben Kassen;1914-1918;15/09/1917;9350;Maroc
MOHAMED;Ben L'Addi;1914-1918;19/04/1917;9350;Maroc
MOHAMED;Ben Lacen;1914-1918;26/10/1915;9350;Maroc
MOHAMED;Ben Lahcene;1914-1918;24/02/1916;9350;Maroc
MOHAMED;Ben Larbi;1914-1918;22/05/1916;9350;Maroc
MOHAMED;Ben Messaoud;1914-1918;15/09/1917;9350;Maroc
MOHAMED;Ben Mohamed;1914-1918;05/05/1915;9350;Maroc
MOHAMED;Ben Mohamed;1914-1918;06/10/1915;9350;Maroc
MOHAMED;Ben Saed;1914-1918;06/10/1915;9350;Maroc
MOHAMMED;Ben Bachir;1914-1918;25/11/1915;9350;Maroc
MOHAMMED;Ben Hadj;1914-1918;11/06/1918;9350;Maroc
REGRAGUI;Ben Ahmed;1914-1918;26/08/1916;9350;Maroc
REMED;Ben Mohamed;1914-1918;25/05/1915;9350;Maroc
SAID;Ben Aomard;1914-1918;21/07/1918;9350;Maroc
SALAH;Ben Djillali;1914-1918;31/08/1918;9350;Maroc
SALAH;Ben Taebi;1914-1918;16/04/1917;9350;Maroc
SI BOU HAYA;Ben Abdallah;1914-1918;16/05/1918;9350;Maroc
SI MOHAMED;Ben Moussa;1914-1918;16/04/1917;9350;Maroc
SMAeL;Ben Mohamed;1914-1918;10/03/1918;9350;Maroc
ZOUIN;Ben Bouzid;1914-1918;16/04/1917;9350;Maroc
ABDALLAH;Ben El Hadj;1914-1918;30/04/1915;9350;Maroc
ABDEL DJELLID;Ben Djilali;1914-1918;06/10/1915;9350;Maroc
ABDELAZIZ;Ben Mohamed;1914-1918;06/10/1915;9350;Maroc
ABDELKADER;Ben Abdelouaf;1914-1918;01/06/1915;9350;Maroc
ABDELKADER;Ben Allal;1914-1918;30/04/1916;9350;Maroc
ABDELKADER;Ben Maroufi;1914-1918;12/06/1917;9350;Maroc
ABDELKADER;Ben Mohamed;1914-1918;31/03/1915;9350;Maroc
ABDELKRIM;Ben Moumen;1914-1918;05/09/1914;9350;Maroc
ABDERRHAMAN;Ben Naceur;1914-1918;18/07/1918;9350;Maroc
ABDERZAH;Ben Ali Ben Mohamed;1914-1918;29/12/1916;9350;Maroc
ABDESSELEM;Ben Belhadj;1914-1918;19/06/1916;9350;Maroc
AHMED;Ben Abdallah;1914-1918;20/08/1918;9350;Maroc
AHMED;Ben Abdelkader;1914-1918;20/08/1918;9350;Maroc
AHMED;Ben Abdesselem;1914-1918;27/05/1915;9350;Maroc
AHMED;Ben Ahmed;1914-1918;06/07/1918;9350;Maroc
AHMED;Ben Ali;1914-1918;05/05/1915;9350;Maroc
AHMED;Ben Barka;1914-1918;06/10/1915;9350;Maroc
AHMED;Ben Bouchaeb;1914-1918;30/05/1915;9350;Maroc
AHMED;Ben Brahim;1914-1918;08/08/1918;9350;Maroc
AHMED;Ben Djillali;1914-1918;02/05/1915;9350;Maroc
AHMED;Ben El Hadj Mohamed;1914-1918;06/10/1915;9350;Maroc
AHMED;Ben Hadj;1914-1918;09/08/1918;9350;Maroc
AHMED;Ben Hayad;1914-1918;30/09/1918;9350;Maroc
AHMED;Ben Icef;1914-1918;16/04/1917;9350;Maroc
AHMED;Ben Maetti;1914-1918;24/07/1917;9350;Maroc
AHMED;Ben Moamed;1914-1918;14/05/1915;9350;Maroc
AHMED;Ben Mohamed;1914-1918;06/10/1915;9350;Maroc
AHMED;Ben Mohamed;1914-1918;05/09/1914;9350;Maroc
AHMED;Ben Mohamed;1914-1918;05/09/1914;9350;Maroc
AHMED;Ben Mohamed;1914-1918;31/08/1918;9350;Maroc
ALI;Ben Majem;1914-1918;18/03/1918;9350;Maroc
ALI;Ben Mohamed;1914-1918;06/10/1915;9350;Maroc
