Nom;Prenom;Conflit;Date deces;Departement de naissance;Nom departement de naissance
M'BARECK;Ben Saed;1914-1918;30/05/1915;9350;Maroc
MAHJOUB;Ben Hamadi;1914-1918;30/04/1915;9350;Maroc
MEJDOUB;Ben Kassen;1914-1918;19/07/1918;9350;Maroc
MILOUD;Ben Mohamed;1914-1918;31/05/1915;9350;Maroc
MILOUD;Ben Mohamed;1914-1918;16/04/1917;9350;Maroc
MILOUDI;Ben Haya;1914-1918;06/10/1915;9350;Maroc
MIMOUN;Ben Hamed;1914-1918;25/12/1914;9350;Maroc
MOHAMED;Bel Hadj;1914-1918;15/12/1916;9350;Maroc
MOHAMED;Ben Abdelaziz;1914-1918;26/08/1918;9350;Maroc
MOHAMED;Ben Abdelkader;1914-1918;05/09/1914;9350;Maroc
MOHAMED;Ben Abdelkader;1914-1918;20/05/1917;9350;Maroc
MOHAMED;Ben Ahmed;1914-1918;07/03/1918;9350;Maroc
MOHAMED;Ben Ahmed;1914-1918;15/05/1915;9350;Maroc
MOHAMED;Ben Ali;1914-1918;29/04/1917;9350;Maroc
MOHAMED;Ben Ali;1914-1918;26/10/1916;9350;Maroc
MOHAMED;Ben Amar;1914-1918;12/09/1916;9350;Maroc
MOHAMED;Ben Belkacem;1914-1918;28/11/1918;9350;Maroc
MOHAMED;Ben Bezouani;1914-1918;03/10/1918;9350;Maroc
MOHAMED;Ben Djillali;1914-1918;07/08/1918;9350;Maroc
MOHAMED;Ben Fatmi;1914-1918;26/07/1918;9350;Maroc
MOHAMED;Ben Fidali;1914-1918;08/01/1915;9350;Maroc
MOHAMED;Ben Hammou;1914-1918;06/10/1915;9350;Maroc
MOHAMED;Ben Hamou;1914-1918;05/09/1914;9350;Maroc
MOHAMED;Ben Hamou;1914-1918;17/09/1914;9350;Maroc
MOHAMED;Ben Kaddour;1914-1918;06/10/1915;9350;Maroc
MOHAMED;Ben Layachi;1914-1918;05/09/1914;9350;Maroc
MOHAMED;Ben M'Barck;1914-1918;17/09/1915;9350;Maroc
MOHAMED;Ben Madjoub;1914-1918;23/04/1918;9350;Maroc
MOHAMED;Ben Mohamed;1914-1918;06/10/1915;9350;Maroc
MOHAMED;Ben Mohamed;1914-1918;06/10/1914;9350;Maroc
MOHAMED;Ben Omar Ben Malrot Mohamed Bel Arbi;1914-1918;26/06/1915;9350;Maroc
MOHAMED;Ben Smael;1914-1918;11/05/1916;9350;Maroc
MOHAMED;Ben Tahar;1914-1918;27/03/1919;9350;Maroc
MOHAMED;Ben Taeeb;1914-1918;09/08/1918;9350;Maroc
MOHAMED;Ben Taleb;1914-1918;08/08/1918;9350;Maroc
MOHAMMED;Ben Hamou;1914-1918;17/06/1915;9350;Maroc
MOHAMMED;Ben L'Hacem;1914-1918;30/08/1914;9350;Maroc
MOHAMMED;Ben M'Ahmed;1914-1918;16/04/1917;9350;Maroc
MOHAMMED;Sghrin;1914-1918;29/01/1919;9350;Maroc
MOULAY;Abdalla;1914-1918;19/06/1919;9350;Maroc
MOULAY;Saed;1914-1918;07/09/1914;9350;Maroc
MOUSSA;Ben Mohamed;1914-1918;17/05/1916;9350;Maroc
MUSTAPHA;Ben Atman;1914-1918;25/10/1918;9350;Maroc
TAHAR;Ben Brahim;1914-1918;04/10/1916;9350;Maroc
THAMI;Ben Hamou;1914-1918;;9350;Maroc
ABBeS;Ben Mohamed;1914-1918;21/05/1916;9350;Maroc
ABBeS;Ben Tahar;1914-1918;20/05/1915;9350;Maroc
ABDALLAH;Ben Belkacem;1914-1918;16/03/1915;9350;Maroc
ABDALLAH;Ben Bouchaeb;1914-1918;23/05/1916;9350;Maroc
ABDALLAH;Ben Mohamed;1914-1918;30/09/1918;9350;Maroc
ABDALLAH;Mahmed Guilloui;1914-1918;09/09/1914;9350;Maroc
ABDELKADER;Ben Mohamed;1914-1918;18/07/1918;9350;Maroc
AHMED;Belhadj Merrakchi;1914-1918;14/06/1915;9350;Maroc
AHMED;Ben Abbes;1914-1918;24/09/1915;9350;Maroc
AHMED;Ben Ahmed;1914-1918;06/05/1918;9350;Maroc
AHMED;Ben Ali;1914-1918;18/07/1918;9350;Maroc
AHMED;Ben Ali;1914-1918;05/09/1914;9350;Maroc
AHMED;Ben Ali Soussi;1914-1918;16/04/1917;9350;Maroc
AHMED;Ben Amar;1914-1918;01/06/1915;9350;Maroc
AHMED;Ben Aomar;1914-1918;12/02/1915;9350;Maroc
AHMED;Ben Djillali;1914-1918;13/01/1915;9350;Maroc
AHMED;Ben El Hachemi;1914-1918;05/09/1914;9350;Maroc
AHMED;Ben Kaddor;1914-1918;15/10/1918;9350;Maroc
AHMED;Ben Mohamed;1914-1918;24/05/1916;9350;Maroc
ALI;Bel Hadj;1914-1918;25/12/1917;9350;Maroc
ALI;Ben Abdesselem;1914-1918;24/07/1918;9350;Maroc
ALI;Ben Auzoulzaau;1914-1918;22/12/1917;9350;Maroc
ALI;Ben Dahon;1914-1918;12/04/1918;9350;Maroc
ALI;Ben Embarck;1914-1918;22/10/1915;9350;Maroc
ALI;Ben Larbi;1914-1918;05/09/1914;9350;Maroc
ALLAL;Ben Ali;1914-1918;20/10/1918;9350;Maroc
ALLAL;Ben Bouchaeb;1914-1918;22/02/1916;9350;Maroc
ALLAL;Ben Bouchaed;1914-1918;02/02/1916;9350;Maroc
AMAR BEN TAHAR;;1914-1918;30/06/1917;9350;Maroc
AMARA;Ben Hadj;1914-1918;07/07/1915;9350;Maroc
AOMANE;Ben Lachemi;1914-1918;17/09/1914;9350;Maroc
AOMAR;Ben Ali;1914-1918;16/06/1915;9350;Maroc
AYAD;Ben Mohamed;1914-1918;16/04/1917;9350;Maroc
BEN ADOR;Mohamed;1914-1918;13/01/1915;9350;Maroc
BENMOUYAL;Abraham;1914-1918;02/09/1918;9350;Maroc
BOUADI;Mohamed Ben Mohamed;1914-1918;25/09/1915;9350;Maroc
BOUAZA;Ben Abdallah;1914-1918;26/05/1916;9350;Maroc
BOUCHAeB;Ben Larbi;1914-1918;25/05/1915;9350;Maroc
BOUCHTA;Ben Abderrbi;1914-1918;26/05/1915;9350;Maroc
BOUDJEMA;Ben Barck;1914-1918;06/07/1918;9350;Maroc
BOUDJEMAe;Ben Aessa;1914-1918;07/03/1918;9350;Maroc
BOUDJEMeA;Ben Ali;1914-1918;24/04/1919;9350;Maroc
BOUDJEMAA;Ould Ben Ali;1914-1918;05/09/1914;9350;Maroc
BOUI;Ben Cherki;1914-1918;26/05/1915;9350;Maroc
BOUI;Ben Mohamed;1914-1918;29/09/1916;9350;Maroc
BRAHIM;Ben M'Bareck;1914-1918;23/04/1918;9350;Maroc
BRAHIM;Ben Mustapha;1914-1918;15/09/1917;9350;Maroc
CHAFFAe;Ben M'Ahmed;1914-1918;26/09/1918;9350;Maroc
CHAFI;Ben Abdelkader;1914-1918;16/05/1916;9350;Maroc
EL BOUICH;Ben Abdallah;1914-1918;31/08/1918;9350;Maroc
EL MAHADI;Ben Mohamed;1914-1918;17/06/1916;9350;Maroc
EL MAHJOUB;Ben Ameur;1914-1918;09/01/1915;9350;Maroc
EMBARECK;Ben Houssine;1914-1918;06/05/1915;9350;Maroc
HAOUCINE;Ben Mekki;1914-1918;10/04/1917;9350;Maroc
HAOUSSINE;Ben Abdallah;1914-1918;25/03/1915;9350;Maroc
HAOUSSINE;Ben Hamou;1914-1918;15/03/1915;9350;Maroc
LAHCeNE;Ben El Hadj Larbi;1914-1918;25/09/1915;9350;Maroc
LAHCeNE;Ben Mohamed;1914-1918;05/09/1914;9350;Maroc
LARBI;Ben Rahal;1914-1918;05/09/1914;9350;Maroc
LARBI;Ben Salah;1914-1918;12/06/1915;9350;Maroc
LHASSEN;Ben Brahim;1914-1918;23/09/1919;9350;Maroc
LHASSEN;Ben Mohamed;1914-1918;02/12/1916;9350;Maroc
LHASSEN;Ben Omar;1914-1918;30/09/1915;9350;Maroc
LHOSSEIN;Ben Hamou;1914-1918;20/08/1918;9350;Maroc
LIAZID;Ben Mohamed;1914-1918;08/01/1915;9350;Maroc
M'AHMED;Ben Belaed;1914-1918;18/04/1917;9350;Maroc
M'AHMED;Ben Maeti;1914-1918;06/10/1915;9350;Maroc
M'AHMED;Ben Mohamed;1914-1918;11/06/1918;9350;Maroc
MAeTI;Ben Mohamed;1914-1918;30/09/1918;9350;Maroc
MADAMI;Ben Lahoucine;1914-1918;05/09/1914;9350;Maroc
MADANI;Ben Thami;1914-1918;03/02/1917;9350;Maroc
MALKI;Chabane Ben Mohamed;1914-1918;18/09/1916;9350;Maroc
MESSAOUD BEN HAUMAD;Xxx;1914-1918;26/09/1919;9350;Maroc
MOHAMED;Ben Abdesselem;1914-1918;21/05/1919;9350;Maroc
MOHAMED;Ben Abdesselem;1914-1918;06/10/1915;9350;Maroc
MOHAMED;Ben Ahmed;1914-1918;13/01/1915;9350;Maroc
MOHAMED;Ben Ahmed;1914-1918;28/06/1918;9350;Maroc
MOHAMED;Ben Ahmed El Fardji;1914-1918;18/08/1917;9350;Maroc
MOHAMED;Ben Ali;1914-1918;24/05/1916;9350;Maroc
MOHAMED;Ben Ali;1914-1918;16/04/1917;9350;Maroc
MOHAMED;Ben Ali Chaoui;1914-1918;01/06/1915;9350;Maroc
MOHAMED;Ben Aloua;1914-1918;16/06/1915;9350;Maroc
MOHAMED;Ben Damane;1914-1918;05/09/1914;9350;Maroc
MOHAMED;Ben Kaddour;1914-1918;08/08/1918;9350;Maroc
MOHAMED;Ben Kaddour;1914-1918;12/05/1916;9350;Maroc
MOHAMED;Ben Kaddour;1914-1918;07/09/1914;9350;Maroc
MOHAMED;Ben Kiran;1914-1918;16/04/1917;9350;Maroc
MOHAMED;Ben L'Hassen;1914-1918;02/09/1917;9350;Maroc
MOHAMED;Ben Larbi;1914-1918;20/08/1918;9350;Maroc
MOHAMED;Ben Layachi;1914-1918;24/10/1918;9350;Maroc
MOHAMED;Ben M'Ahmed;1914-1918;23/05/1915;9350;Maroc
MOHAMED;Ben Meddi;1914-1918;18/10/1918;9350;Maroc
MOHAMED;Ben Mohamed;1914-1918;28/06/1918;9350;Maroc
MOHAMED;Ben Naceur;1914-1918;12/09/1914;9350;Maroc
MOHAMED;Ben Taebi;1914-1918;08/12/1914;9350;Maroc
MOHAMED;Ben Tami;1914-1918;08/08/1919;9350;Maroc
MOHAMED;Ben Thami;1914-1918;20/12/1916;9350;Maroc
MOHAMED;Messaoud Ben Hadj Mogharbi;1914-1918;28/06/1915;9350;Maroc
MOHAMED;Ould Mahjoub;1914-1918;27/05/1917;9350;Maroc
MOHAMED;Ould Mimou Ould Mohamed Mekkadem;1914-1918;25/09/1915;9350;Maroc
MOHAMED;Ould Moha Ould Lhassen;1914-1918;22/07/1917;9350;Maroc
MOHAMED BEN M'HAMED;Ben Mohamed;1914-1918;02/11/1918;9350;Maroc
MOHAMMED;Ben Ahmed;1914-1918;19/06/1918;9350;Maroc
MOHAMMED;Ben Bouazza;1914-1918;06/10/1915;9350;Maroc
MOHAMMED;Ould Ali;1914-1918;30/09/1915;9350;Maroc
NACEUR;Ben Ahmed;1914-1918;31/08/1918;9350;Maroc
SAeD;Ben Ali;1914-1918;05/06/1917;9350;Maroc
SALAH;Ben Allal;1914-1918;05/09/1914;9350;Maroc
SALAH;Ben Fadah;1914-1918;30/04/1916;9350;Maroc
SALAH;Ould Mohamed;1914-1918;06/11/1917;9350;Maroc
SALEM;Ben Djillali Ben Cheikh Salem;1914-1918;30/10/1918;9350;Maroc
SI MOHAMED;Ben Allal;1914-1918;27/10/1915;9350;Maroc
TAHAR;Ben Ahmed;1914-1918;16/03/1916;9350;Maroc
TAeBI;Ben Thami;1914-1918;06/10/1915;9350;Maroc
THAMI;Ben Ahmed;1914-1918;19/03/1919;9350;Maroc
ABBeS;Ben Mohamed;1914-1918;02/02/1916;9350;Maroc
ABDALLA;Ben Ali;1914-1918;12/08/1918;9350;Maroc
ABDALLAH;Ben Bihi;1914-1918;;9350;Maroc
ABDALLAH;Ben Brahim;1914-1918;18/08/1917;9350;Maroc
ABDALLAH;Ben Mohamed;1914-1918;09/05/1916;9350;Maroc
ABDALLAH;Mohamed;1914-1918;06/05/1916;9350;Maroc
ABDEL KADER;Ben Bark;1914-1918;04/10/1918;9350;Maroc
ABDELAZIZ;Ben Amar;1914-1918;28/06/1918;9350;Maroc
ABDELKADER;Ben Bouchaeb;1914-1918;28/08/1918;9350;Maroc
ABDELKADER;Ben Larbi;1914-1918;26/05/1915;9350;Maroc
ABDELKADER;Ben Regragni;1914-1918;10/04/1916;9350;Maroc
ABDERRAHMAN;Ben Hamed;1914-1918;19/07/1918;9350;Maroc
ABDERRAHMAN;Ben M'Ahmed;1914-1918;21/08/1918;9350;Maroc
ABDESSELEM;Ben Barek;1914-1918;06/08/1917;9350;Maroc
AHMED;Ben Abdallah;1914-1918;07/10/1917;9350;Maroc
AHMED;Ben Ahmed;1914-1918;29/04/1917;9350;Maroc
AHMED;Ben Ali;1914-1918;07/07/1917;9350;Maroc
AHMED;Ben Ali;1914-1918;02/04/1917;9350;Maroc
AHMED;Ben Aoucine;1914-1918;06/10/1915;9350;Maroc
AHMED;Ben Bouchaeb;1914-1918;16/04/1917;9350;Maroc
AHMED;Ben Brahim;1914-1918;24/03/1915;9350;Maroc
AHMED;Ben Djilali;1914-1918;23/03/1915;9350;Maroc
AHMED;Ben El Hachmi;1914-1918;05/09/1914;9350;Maroc
AHMED;Ben Lahcene;1914-1918;24/02/1916;9350;Maroc
AHMED;Ben Mohamed;1914-1918;31/08/1918;9350;Maroc
AHMED;Ben Mohamed;1914-1918;31/08/1918;9350;Maroc
AHMED;Ben Mohamed;1914-1918;19/08/1917;9350;Maroc
AHMED;Ben Mohamed Ben Cherki;1914-1918;20/05/1916;9350;Maroc
AHMED;Ben Si Mohamed;1914-1918;13/09/1915;9350;Maroc
AHMED;Ben Thodil;1914-1918;06/10/1915;9350;Maroc
ALI;Ben Abdallah;1914-1918;10/11/1915;9350;Maroc
ALI;Ben Ahmed;1914-1918;16/09/1916;9350;Maroc
ALI;Ben Bouchaeb;1914-1918;06/10/1915;9350;Maroc
ALI;Ben Djillali;1914-1918;18/07/1918;9350;Maroc
ALI;Ben Mohamed;1914-1918;28/08/1918;9350;Maroc
ALI;Ben Mohamed;1914-1918;18/03/1915;9350;Maroc
ALLAL;Ben Abbas;1914-1918;16/06/1915;9350;Maroc
ALLAL;Ben Abdessalem;1914-1918;06/09/1917;9350;Maroc
ALLAL;Ben Lhassen;1914-1918;06/05/1915;9350;Maroc
ALLEL;Ben Bel Hassen;1914-1918;09/08/1918;9350;Maroc
AOMAR;Ben Abbes;1914-1918;20/10/1917;9350;Maroc
AOMAR;Ben Ahmed;1914-1918;08/09/1914;9350;Maroc
AOMAR;Ben Lahoussine;1914-1918;12/08/1918;9350;Maroc
AOMAR;Ben Lhassen;1914-1918;25/05/1915;9350;Maroc
BEN SADAK;Saed;1914-1918;;9350;Maroc
BOUALI;Ben Smaen;1914-1918;14/05/1916;9350;Maroc
BOUAZZA;Ben Mohamed;1914-1918;05/09/1914;9350;Maroc
BOUCHAeB;Ben Ahmed;1914-1918;19/04/1916;9350;Maroc
BOUCHAeB;Ben Ali;1914-1918;30/04/1916;9350;Maroc
BOUCHAeB;Ben Ali;1914-1918;30/09/1916;9350;Maroc
BOUCHAeB;Ben Aomar;1914-1918;06/10/1915;9350;Maroc
BOUCHAeB;Ben Mohamed;1914-1918;16/06/1915;9350;Maroc
BOUCHTA;Ben Abbes;1914-1918;26/05/1915;9350;Maroc
BOUDJEMAe;Ben Abdallah;1914-1918;13/03/1915;9350;Maroc
BOUDJENANE;;1914-1918;13/06/1918;9350;Maroc
BRAHIM;Ben Hammou;1914-1918;16/09/1914;9350;Maroc
BRICK;Ben El Hadj;1914-1918;05/09/1914;9350;Maroc
CHAOUCH;Mohammed;1914-1918;25/05/1916;9350;Maroc
DRISS;Ben Abbes;1914-1918;07/09/1914;9350;Maroc
EL MADANI;Ben Haoussine;1914-1918;05/09/1914;9350;Maroc
EL MATTI;Ben Hamou;1914-1918;24/01/1917;9350;Maroc
EL MATTI;Ben Si Ali;1914-1918;19/07/1918;9350;Maroc
EL MILOUDI;Ben Daman;1914-1918;12/03/1915;9350;Maroc
EL YAZID;Ben Saed;1914-1918;26/05/1915;9350;Maroc
EMBARECK;Ben Mohamed;1914-1918;09/04/1916;9350;Maroc
EMBAREK;Ben Ali;1914-1918;11/09/1915;9350;Maroc
FATHA;Ben M'Ahmed;1914-1918;18/10/1918;9350;Maroc
FITOULI;Ben Mostefa Ben Mohamed;1914-1918;11/07/1916;9350;Maroc
GUIGUE;Claude emile Marie Joseph;1914-1918;02/09/1918;9350;Maroc
HASN;Ben Mohamed;1914-1918;06/10/1915;9350;Maroc
LAHCENE;Ben Mohammed;1914-1918;30/08/1914;9350;Maroc
LAHOUSSINE;Ben Saed;1914-1918;26/05/1915;9350;Maroc
LAeCHI;Ben Fatah;1914-1918;03/07/1918;9350;Maroc
LAeDI;Ben Rezouani;1914-1918;17/12/1914;9350;Maroc
LARBI;Ben Bouazi;1914-1918;26/09/1918;9350;Maroc
LARBI;Ben Mohamed;1914-1918;08/01/1915;9350;Maroc
LAYADI;Ben Saed;1914-1918;13/04/1918;9350;Maroc
LECHAeB;Ben Bouazza;1914-1918;20/08/1918;9350;Maroc
LHASSEN;Ben Mohamed;1914-1918;09/05/1916;9350;Maroc
LHASSEN;Ben Mohamed;1914-1918;05/09/1914;9350;Maroc
M'AHMED;Ben Salah;1914-1918;12/09/1917;9350;Maroc
M'BARECH;Ben Zekri;1914-1918;06/10/1915;9350;Maroc
M'SAHEL;Ben Belkeir;1914-1918;20/08/1918;9350;Maroc
MAATI;Ben Tahar;1914-1918;02/07/1915;9350;Maroc
MADAMI;Ben Mohamed;1914-1918;23/09/1914;9350;Maroc
MAHJOUB;Ben Hadj;1914-1918;13/01/1915;9350;Maroc
MELLOUK;Ben Lahoussine;1914-1918;08/08/1917;9350;Maroc
MOHAMED;Ben Abbou;1914-1918;31/05/1915;9350;Maroc
MOHAMED;Ben Abdallah;1914-1918;18/04/1917;9350;Maroc
MOHAMED;Ben Abdelhebir;1914-1918;16/04/1917;9350;Maroc
MOHAMED;Ben Abdelkader;1914-1918;17/07/1917;9350;Maroc
MOHAMED;Ben Abdelmalek;1914-1918;05/05/1915;9350;Maroc
MOHAMED;Ben Abderrahmane;1914-1918;13/03/1915;9350;Maroc
MOHAMED;Ben Ahmed;1914-1918;23/05/1916;9350;Maroc
MOHAMED;Ben Ahmed;1914-1918;24/05/1916;9350;Maroc
MOHAMED;Ben Ahmed Ben Abdelkader;1914-1918;16/09/1914;9350;Maroc
MOHAMED;Ben Ali;1914-1918;23/12/1916;9350;Maroc
MOHAMED;Ben Ali;1914-1918;26/10/1914;9350;Maroc
MOHAMED;Ben Ali;1914-1918;16/04/1917;9350;Maroc
MOHAMED;Ben Bekri;1914-1918;16/04/1917;9350;Maroc
MOHAMED;Ben Bouchaeb;1914-1918;26/05/1916;9350;Maroc
MOHAMED;Ben Fedali;1914-1918;08/01/1915;9350;Maroc
MOHAMED;Ben Mahdi;1914-1918;18/07/1918;9350;Maroc
MOHAMED;Ben Maki;1914-1918;08/01/1915;9350;Maroc
MOHAMED;Ben Moha Guchitou;1914-1918;23/05/1919;9350;Maroc
MOHAMED;Ben Naceur;1914-1918;02/12/1916;9350;Maroc
MOHAMED;Ben Taebi;1914-1918;09/12/1914;9350;Maroc
MOHAMED;Ben Taeeb;1914-1918;20/07/1918;9350;Maroc
MOHAMMED;Ben Ali;1914-1918;15/07/1916;9350;Maroc
MOHAMMED;Ben Ali Sisselem;1914-1918;16/04/1917;9350;Maroc
MOHAMMED;Ben Brahim;1914-1918;25/09/1915;9350;Maroc
MOHAMMED;Ben Mohammed;1914-1918;08/08/1918;9350;Maroc
MOULAY HASSEN;Bel Hadj;1914-1918;05/06/1917;9350;Maroc
N'FADAL;Ben Mohamed;1914-1918;18/07/1918;9350;Maroc
OMAR;Ben Cheik Ahmed;1914-1918;23/05/1916;9350;Maroc
REGRAGUI;Ben Abdallah;1914-1918;18/04/1917;9350;Maroc
REGRAGUI;Ben Allal;1914-1918;21/10/1917;9350;Maroc
REHAL;Ben Mohamed;1914-1918;11/03/1916;9350;Maroc
SAeD;Ben L'Hadj;1914-1918;31/08/1918;9350;Maroc
SAeD;Ben Mohamed;1914-1918;20/02/1915;9350;Maroc
SALAH;Ben Haki Mohamed;1914-1918;15/05/1915;9350;Maroc
SALAH;Ben Maati Tadlaoui;1914-1918;16/04/1917;9350;Maroc
SALIM;Ben Mohamed;1914-1918;26/05/1915;9350;Maroc
SEMBA;Ben Bled;1914-1918;11/04/1919;9350;Maroc
THANI;Ben Mohamed;1914-1918;10/06/1918;9350;Maroc
ZeMORI;Ben Amar;1914-1918;06/06/1915;9350;Maroc
ABDALLAH;Ben Ahmed;1914-1918;30/08/1916;9350;Maroc
ABDALLAH;Ben Lahoussine;1914-1918;06/10/1915;9350;Maroc
ABDELKADER;Ben Hayada;1914-1918;18/06/1918;9350;Maroc
ABDERAHMANE;Ben L'Houssine Maam;1914-1918;13/01/1915;9350;Maroc
ABDERRAHMAN;Ben Ahmed;1914-1918;20/08/1918;9350;Maroc
ABDERRAHMAN;Ben Ali;1914-1918;29/11/1916;9350;Maroc
ABDERRHAMANE;Ben Mohamed;1914-1918;06/05/1915;9350;Maroc
ABDESSELEM;Ben Miloudi;1914-1918;08/01/1915;9350;Maroc
ABDESSELEM;Ben Mohamed;1914-1918;13/01/1915;9350;Maroc
ABSLEM;Ben Mohamed;1914-1918;19/03/1915;9350;Maroc
AHMARA;Ben Allal;1914-1918;27/09/1918;9350;Maroc
AHMED;Ben Abdallah;1914-1918;16/04/1917;9350;Maroc
AHMED;Ben Ali;1914-1918;08/09/1916;9350;Maroc
AHMED;Ben Allah;1914-1918;05/10/1916;9350;Maroc
AHMED;Ben Amar;1914-1918;31/05/1915;9350;Maroc
AHMED;Ben Aomar;1914-1918;19/06/1918;9350;Maroc
AHMED;Ben Azize;1914-1918;25/06/1919;9350;Maroc
AHMED;Ben Bouchaeb;1914-1918;05/09/1914;9350;Maroc
AHMED;Ben Lahcen;1914-1918;06/10/1915;9350;Maroc
AHMED;Ben Lahoussine;1914-1918;19/04/1917;9350;Maroc
AHMED;Ben Meddi;1914-1918;25/12/1914;9350;Maroc
AHMED;Ben Mohamed;1914-1918;31/05/1915;9350;Maroc
AHMED;Ben Mohamed;1914-1918;16/12/1914;9350;Maroc
AHMED;Ben Mohamed;1914-1918;04/10/1914;9350;Maroc
AHMED;Ben Thami;1914-1918;30/05/1915;9350;Maroc
AHMED;Ould Mohamed;1914-1918;31/10/1918;9350;Maroc
ALI;Ben Bouchaeb;1914-1918;05/05/1915;9350;Maroc
ALI;Ben Hammou;1914-1918;25/11/1914;9350;Maroc
ALLA;Ben Amonad;1914-1918;12/05/1916;9350;Maroc
ALLAL;Ben Ahmed;1914-1918;17/09/1914;9350;Maroc
ALLAL;Ben Mohamed;1914-1918;03/10/1914;9350;Maroc
AMED;Ben Amar;1914-1918;22/04/1915;9350;Maroc
AMED BEN LARBI;?;1914-1918;23/07/1918;9350;Maroc
AMEUR;Ben Mohamed;1914-1918;30/09/1918;9350;Maroc
AMOR;Ben Abdallah;1914-1918;22/06/1915;9350;Maroc
AOMAR;Ben Ali;1914-1918;16/06/1915;9350;Maroc
AOMAR;Ben Belaed;1914-1918;20/07/1916;9350;Maroc
AOMAR;Ben Mohamed;1914-1918;08/08/1918;9350;Maroc
BARK BEN;Messaoud;1914-1918;01/12/1918;9350;Maroc
BEL ABBeS;Ben Slara;1914-1918;16/11/1914;9350;Maroc
BELKACEM;Ben Jaben;1914-1918;05/09/1914;9350;Maroc
BELLAL;Ben Rheir;1914-1918;21/01/1918;9350;Maroc
BENELI;Salomon Emile;1914-1918;25/09/1914;9350;Maroc
BOUAZA;Ben Mohamed El Merkem;1914-1918;14/05/1916;9350;Maroc
BOUCHAeB;Ben Abbes;1914-1918;14/03/1915;9350;Maroc
BOUCHAeB;Ben Ali;1914-1918;;9350;Maroc
BOUCHAeB;Ben Hamou;1914-1918;05/09/1914;9350;Maroc
BRAHIM;Ben Ahmed El Doukkali;1914-1918;02/05/1918;9350;Maroc
BRAHIM;Ben Ali;1914-1918;05/05/1915;9350;Maroc
BRAHIM;Ben Brahim;1914-1918;13/05/1915;9350;Maroc
BRAHIM;Ben Salem;1914-1918;13/09/1916;9350;Maroc
DAHOU;Ben Mohamed;1914-1918;03/10/1918;9350;Maroc
DAOUI;Ben Fatah Ed Djidi;1914-1918;26/08/1918;9350;Maroc
DHO;Ben Laoussine;1914-1918;27/09/1918;9350;Maroc
DJILALI;Ben Hachemi;1914-1918;30/06/1918;9350;Maroc
DJILALI;Ben Rahal;1914-1918;23/11/1914;9350;Maroc
DJILLALI;Mohamed Ben Mohamed;1914-1918;05/09/1914;9350;Maroc
DRISS;Ben Allal;1914-1918;;9350;Maroc
DRISS;Ben Bouchaeb;1914-1918;06/10/1915;9350;Maroc
DRISS;Ben Bouchaeb;1914-1918;05/06/1918;9350;Maroc
EL BACHIR;Ben Ali;1914-1918;05/09/1914;9350;Maroc
EL LARBI;Ben Mohamed;1914-1918;05/09/1914;9350;Maroc
EMBAREK;Ben Ahmed Zeghini;1914-1918;13/01/1915;9350;Maroc
FEDIDA;Haem;1914-1918;04/12/1916;9350;Maroc
HABDID;Ben Aomar Ben Dyikali;1914-1918;22/12/1916;9350;Maroc
HAMED;Ben M'Bareck;1914-1918;02/09/1914;9350;Maroc
HAMMOU;Ben Ahmed;1914-1918;04/08/1915;9350;Maroc
HIES;Ben Lhassen;1914-1918;;9350;Maroc
HOUSSINE;Ben Ali;1914-1918;05/09/1914;9350;Maroc
KADDOUR;Ben Haboula;1914-1918;;9350;Maroc
KADDOUR;Ben Mohamed;1914-1918;05/11/1914;9350;Maroc
LACHEMI;Ben Ali;1914-1918;27/09/1918;9350;Maroc
LAHCeNE;Ben Mohamed;1914-1918;26/04/1918;9350;Maroc
LAHOUSSINE;Ben Larbi;1914-1918;08/08/1918;9350;Maroc
LARBI;Ben Hadj;1914-1918;18/12/1914;9350;Maroc
LARBI;Ben Mohamed Maoun;1914-1918;28/06/1915;9350;Maroc
LHAOUCINE;Bihi Tgrigri;1914-1918;23/05/1916;9350;Maroc
LHASSEN;Ben Abdallah;1914-1918;05/10/1915;9350;Maroc
LHASSEN;Ben Mohamed;1914-1918;02/12/1916;9350;Maroc
M'AHMED;Bel Hadj;1914-1918;06/10/1915;9350;Maroc
M'AHMED;Ben Ahmed;1914-1918;05/09/1914;9350;Maroc
M'BAREK;Ben Mohamed;1914-1918;20/07/1918;9350;Maroc
MADJOUB;Ben Maeti;1914-1918;20/05/1916;9350;Maroc
MILOUD;Ben Ahmed;1914-1918;19/05/1916;9350;Maroc
MILOUDI;Ben Ahmed;1914-1918;06/05/1919;9350;Maroc
MOHAMED;Ben Ahmed;1914-1918;23/05/1916;9350;Maroc
MOHAMED;Ben Ahmed;1914-1918;06/10/1915;9350;Maroc
MOHAMED;Ben Ahmed;1914-1918;26/08/1918;9350;Maroc
MOHAMED;Ben Ahmed;1914-1918;05/09/1914;9350;Maroc
MOHAMED;Ben Ali Hamou;1914-1918;27/04/1915;9350;Maroc
MOHAMED;Ben Aomar;1914-1918;29/10/1916;9350;Maroc
MOHAMED;Ben Belkeir;1914-1918;01/07/1918;9350;Maroc
MOHAMED;Ben Bouchaeb;1914-1918;24/06/1915;9350;Maroc
MOHAMED;Ben Brahim;1914-1918;02/10/1916;9350;Maroc
MOHAMED;Ben Djebli;1914-1918;20/08/1918;9350;Maroc
MOHAMED;Ben Embarck;1914-1918;06/10/1915;9350;Maroc
